"","User ID","Age","Gender","Income","Region","Persona","Product","Awareness","BP_For_Me_0_10","BP_Fits_Budget_0_10","BP_Tastes_Great_0_10","BP_Good_To_Share_0_10","BP_Like_Logo_0_10","BP_Special_Occasions_0_10","BP_Everyday_Snack_0_10","BP_Healthy_0_10","BP_Delicious_0_10","BP_Right_Amount_0_10","BP_Relaxing_0_10","Consideration","Consumption","Satisfaction","Advocacy"
"21046","id_46",63,"Male",47000,"South","Easygoing Edith","Peanut_Brittle_Littles",1,0,0,4,5,4,3,3,0,3,1,4,0,NA,NA,NA
"21047","id_47",19,"Female",54000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,2,1,2,0,3,5,1,2,3,0,2,1,0,NA,NA
"21048","id_48",79,"Male",104000,"South","Easygoing Edith","Peanut_Brittle_Littles",1,3,0,3,1,4,1,0,2,5,3,6,0,NA,NA,NA
"21049","id_49",60,"Male",119000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",1,0,2,1,4,4,7,4,0,8,3,3,1,0,NA,NA
"21050","id_50",92,"Female",16000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,0,2,2,5,2,4,6,4,0,2,5,0,NA,NA,NA
"21051","id_51",36,"Male",75000,"Midwest","Righteous Reviewer","Peanut_Brittle_Littles",1,5,1,0,1,3,5,2,4,3,0,1,0,NA,NA,NA
"21052","id_52",22,"Female",135000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,0,0,6,5,4,5,8,0,5,1,6,0,NA,NA,NA
"21053","id_53",78,"Female",104000,"South","Savvy Samantha","Peanut_Brittle_Littles",1,3,1,1,5,5,4,0,4,1,1,2,0,NA,NA,NA
"21054","id_54",19,"Female",137000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,5,1,8,4,0,4,3,4,2,2,1,0,NA,NA,NA
"21055","id_55",64,"Male",38000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,5,0,4,2,5,3,3,3,6,0,0,0,NA,NA,NA
"21056","id_56",24,"Male",63000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,6,4,1,3,5,4,3,1,2,3,3,0,NA,NA,NA
"21057","id_57",56,"Female",140000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,1,4,5,2,0,8,2,1,2,0,6,0,NA,NA,NA
"21058","id_58",50,"Female",99000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,2,2,3,3,2,3,4,2,5,2,2,0,NA,NA,NA
"21059","id_59",84,"Male",14000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,0,4,6,5,6,3,4,3,4,0,0,0,NA,NA,NA
"21060","id_60",60,"Male",86000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,2,2,4,5,7,7,2,4,3,0,1,1,0,NA,NA
"21061","id_61",69,"Female",114000,"South","Savvy Samantha","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21062","id_62",67,"Male",113000,"South","Easygoing Edith","Peanut_Brittle_Littles",1,3,0,3,2,5,2,3,1,6,1,1,1,0,NA,NA
"21063","id_63",32,"Female",143000,"South","Mainstream Maynard","Peanut_Brittle_Littles",1,4,3,4,6,3,5,1,2,5,3,6,1,0,NA,NA
"21064","id_64",66,"Male",48000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",1,1,0,5,3,4,4,3,1,4,1,4,1,0,NA,NA
"21065","id_65",23,"Female",16000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,1,2,4,2,3,4,4,0,2,1,6,0,NA,NA,NA
"21066","id_66",34,"Male",86000,"South","Easygoing Edith","Peanut_Brittle_Littles",1,0,2,4,6,4,7,6,4,5,4,3,0,NA,NA,NA
"21067","id_67",24,"Male",109000,"West","Old School Oliver","Peanut_Brittle_Littles",1,5,1,2,2,2,4,5,3,2,4,2,1,0,NA,NA
"21068","id_68",39,"Male",131000,"Northeast","Old School Oliver","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21069","id_69",67,"Male",141000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,0,3,3,4,0,3,0,0,1,0,5,0,NA,NA,NA
"21070","id_70",31,"Female",112000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,3,3,3,2,2,0,4,3,4,0,6,0,NA,NA,NA
"21071","id_71",88,"Male",112000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,0,4,4,7,2,2,3,2,2,2,0,0,NA,NA,NA
"21072","id_72",76,"Male",34000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,3,0,3,0,2,6,8,2,6,0,3,0,NA,NA,NA
"21073","id_73",39,"Male",124000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,1,2,2,1,2,3,3,4,1,2,5,0,NA,NA,NA
"21074","id_74",49,"Male",123000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,3,0,4,0,4,3,3,1,4,0,4,0,NA,NA,NA
"21075","id_75",43,"Male",130000,"Northeast","Righteous Reviewer","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21076","id_76",92,"Male",75000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,5,2,5,0,2,1,6,5,4,3,3,0,NA,NA,NA
"21077","id_77",67,"Female",83000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,3,3,1,2,5,2,0,2,5,2,3,0,NA,NA,NA
"21078","id_78",36,"Female",107000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,0,4,3,3,1,2,7,0,5,0,4,1,0,NA,NA
"21079","id_79",83,"Male",135000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,1,3,3,4,4,2,2,0,7,2,4,0,NA,NA,NA
"21080","id_80",30,"Female",42000,"Northeast","Old School Oliver","Peanut_Brittle_Littles",1,2,5,4,4,3,6,2,0,6,3,7,1,0,NA,NA
"21081","id_81",56,"Male",86000,"South","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21082","id_82",25,"Female",148000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,0,1,0,3,5,5,3,0,6,0,5,0,NA,NA,NA
"21083","id_83",83,"Female",141000,"Midwest","Millenial Muncher","Peanut_Brittle_Littles",1,4,3,5,5,6,0,3,6,2,4,5,0,NA,NA,NA
"21084","id_84",54,"Female",52000,"Midwest","Old School Oliver","Peanut_Brittle_Littles",1,3,4,7,3,5,2,3,4,7,6,3,0,NA,NA,NA
"21085","id_85",46,"Male",144000,"West","Old School Oliver","Peanut_Brittle_Littles",1,2,3,4,3,3,6,0,0,3,4,5,0,NA,NA,NA
"21086","id_86",24,"Male",47000,"Midwest","Easygoing Edith","Peanut_Brittle_Littles",1,4,0,3,0,3,3,0,0,4,2,1,0,NA,NA,NA
"21087","id_87",74,"Female",147000,"West","Old School Oliver","Peanut_Brittle_Littles",1,1,3,2,0,5,3,7,0,3,0,7,1,1,2.78754496067575,0
"21088","id_88",43,"Male",140000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,2,4,7,2,2,4,1,4,2,0,4,0,NA,NA,NA
"21089","id_89",61,"Female",78000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,3,0,0,3,2,2,5,4,1,1,2,0,NA,NA,NA
"21090","id_90",25,"Male",46000,"Midwest","Savvy Samantha","Peanut_Brittle_Littles",1,5,0,6,0,2,3,2,0,3,0,1,0,NA,NA,NA
"21091","id_91",50,"Male",134000,"Northeast","Old School Oliver","Peanut_Brittle_Littles",1,1,1,3,6,6,6,5,0,4,0,4,0,NA,NA,NA
"21092","id_92",55,"Male",97000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,2,2,4,2,5,6,1,0,1,0,5,0,NA,NA,NA
"21093","id_93",50,"Female",15000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,2,6,2,2,2,4,4,0,5,1,3,0,NA,NA,NA
"21094","id_94",54,"Female",26000,"Midwest","Easygoing Edith","Peanut_Brittle_Littles",1,3,1,6,6,5,6,2,0,2,1,1,0,NA,NA,NA
"21095","id_95",77,"Female",118000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,3,3,3,0,4,1,1,0,6,3,5,0,NA,NA,NA
"21096","id_96",58,"Female",14000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",1,3,4,3,3,4,4,2,3,6,5,4,0,NA,NA,NA
"21097","id_97",84,"Female",99000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,1,2,2,2,2,5,4,2,4,0,5,0,NA,NA,NA
"21098","id_98",53,"Female",87000,"West","Easygoing Edith","Peanut_Brittle_Littles",1,6,2,6,4,4,0,3,1,0,5,3,0,NA,NA,NA
"21099","id_99",37,"Male",141000,"South","Millenial Muncher","Peanut_Brittle_Littles",1,0,2,4,6,2,1,1,0,3,2,5,0,NA,NA,NA
"21100","id_100",55,"Female",126000,"Northeast","Righteous Reviewer","Peanut_Brittle_Littles",1,4,0,4,2,5,4,0,0,6,0,4,0,NA,NA,NA
"21101","id_101",62,"Male",140000,"West","Old School Oliver","Peanut_Brittle_Littles",1,2,3,4,3,2,5,2,5,6,3,1,0,NA,NA,NA
"21102","id_102",40,"Male",123000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,4,5,0,3,1,6,2,0,5,5,4,0,NA,NA,NA
"21103","id_103",78,"Female",54000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,6,1,4,3,2,1,3,1,6,0,6,1,0,NA,NA
"21104","id_104",65,"Female",138000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,1,1,4,0,0,3,7,0,7,1,4,0,NA,NA,NA
"21105","id_105",74,"Male",102000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,4,0,6,1,7,1,0,1,7,5,4,0,NA,NA,NA
"21106","id_106",88,"Male",103000,"Northeast","Righteous Reviewer","Peanut_Brittle_Littles",1,3,1,3,2,4,5,0,0,2,0,4,0,NA,NA,NA
"21107","id_107",32,"Female",55000,"Midwest","Savvy Samantha","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21108","id_108",21,"Male",133000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,0,0,0,2,7,2,4,3,5,4,4,0,NA,NA,NA
"21109","id_109",31,"Male",136000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,4,4,0,0,1,6,4,1,1,2,1,1,0,NA,NA
"21110","id_110",89,"Male",126000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",1,3,3,3,0,1,3,4,1,3,5,6,0,NA,NA,NA
"21111","id_111",55,"Male",83000,"Midwest","Easygoing Edith","Peanut_Brittle_Littles",1,0,0,3,1,3,3,3,3,6,0,4,0,NA,NA,NA
"21112","id_112",19,"Male",45000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,5,1,4,3,5,4,2,4,6,1,4,1,0,NA,NA
"21113","id_113",86,"Female",146000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21114","id_114",29,"Male",75000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21115","id_115",38,"Male",58000,"Midwest","Easygoing Edith","Peanut_Brittle_Littles",1,3,1,0,5,3,6,1,0,0,1,0,0,NA,NA,NA
"21116","id_116",47,"Male",82000,"Midwest","Old School Oliver","Peanut_Brittle_Littles",1,0,1,1,2,5,2,5,3,4,4,4,0,NA,NA,NA
"21117","id_117",74,"Female",21000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,0,3,1,3,1,8,4,0,6,1,2,0,NA,NA,NA
"21118","id_118",74,"Female",118000,"Midwest","Old School Oliver","Peanut_Brittle_Littles",1,3,1,6,3,3,1,4,0,3,4,4,0,NA,NA,NA
"21119","id_119",59,"Male",54000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,3,1,5,2,8,3,2,3,3,5,1,0,NA,NA,NA
"21120","id_120",35,"Female",39000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",1,2,0,4,2,0,4,2,3,7,1,3,0,NA,NA,NA
"21121","id_121",87,"Female",17000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21122","id_122",77,"Female",141000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,3,0,2,1,6,4,6,0,5,0,5,0,NA,NA,NA
"21123","id_123",88,"Female",131000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,1,2,2,2,2,2,5,0,4,3,1,1,0,NA,NA
"21124","id_124",75,"Male",53000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,3,2,3,3,5,2,5,1,2,1,0,0,NA,NA,NA
"21125","id_125",89,"Male",35000,"South","Savvy Samantha","Peanut_Brittle_Littles",1,3,1,2,4,6,2,4,0,3,0,2,0,NA,NA,NA
"21126","id_126",68,"Male",17000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,4,5,2,2,4,3,4,3,4,2,2,0,NA,NA,NA
"21127","id_127",35,"Male",98000,"Midwest","Old School Oliver","Peanut_Brittle_Littles",1,0,1,2,4,3,8,3,1,0,5,6,0,NA,NA,NA
"21128","id_128",47,"Female",120000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,0,3,0,6,0,4,3,1,4,4,3,0,NA,NA,NA
"21129","id_129",53,"Male",70000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21130","id_130",21,"Female",81000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,6,3,3,6,3,0,4,3,1,2,5,0,NA,NA,NA
"21131","id_131",71,"Female",35000,"West","Savvy Samantha","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21132","id_132",84,"Female",133000,"South","Easygoing Edith","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21133","id_133",88,"Male",40000,"South","Old School Oliver","Peanut_Brittle_Littles",1,3,3,0,3,4,1,2,1,5,0,4,0,NA,NA,NA
"21134","id_134",86,"Female",16000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",1,5,2,0,4,0,4,3,1,6,0,2,1,0,NA,NA
"21135","id_135",54,"Female",118000,"Midwest","Millenial Muncher","Peanut_Brittle_Littles",1,4,3,5,2,4,5,3,4,7,5,5,0,NA,NA,NA
"21136","id_136",79,"Female",74000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,5,1,1,4,4,4,0,0,5,4,3,0,NA,NA,NA
"21137","id_137",56,"Male",16000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,3,0,3,2,0,3,5,3,3,0,4,0,NA,NA,NA
"21138","id_138",73,"Male",55000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,4,2,3,2,3,4,5,0,0,3,3,0,NA,NA,NA
"21139","id_139",39,"Male",48000,"Midwest","Millenial Muncher","Peanut_Brittle_Littles",1,3,0,3,1,1,2,5,2,5,2,3,0,NA,NA,NA
"21140","id_140",89,"Male",78000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,4,0,5,1,5,4,4,1,3,5,5,0,NA,NA,NA
"21141","id_141",83,"Female",99000,"Northeast","Righteous Reviewer","Peanut_Brittle_Littles",1,0,0,0,3,0,6,0,3,7,2,7,0,NA,NA,NA
"21142","id_142",26,"Female",23000,"Midwest","Easygoing Edith","Peanut_Brittle_Littles",1,2,1,8,4,3,5,5,0,3,1,6,0,NA,NA,NA
"21143","id_143",66,"Male",139000,"South","Savvy Samantha","Peanut_Brittle_Littles",1,4,0,6,5,7,2,6,4,5,1,9,1,0,NA,NA
"21144","id_144",31,"Female",36000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,0,1,1,4,7,3,3,0,3,0,0,0,NA,NA,NA
"21145","id_145",25,"Male",123000,"South","Righteous Reviewer","Peanut_Brittle_Littles",1,3,0,3,0,2,1,2,0,2,1,3,1,1,4.4031151388805,0
"21146","id_146",40,"Male",31000,"West","Easygoing Edith","Peanut_Brittle_Littles",1,3,0,1,0,8,4,3,0,6,0,6,0,NA,NA,NA
"21147","id_147",57,"Male",88000,"Midwest","Righteous Reviewer","Peanut_Brittle_Littles",1,3,0,5,2,5,4,1,6,1,0,3,0,NA,NA,NA
"21148","id_148",22,"Male",30000,"South","Easygoing Edith","Peanut_Brittle_Littles",1,0,2,4,3,5,2,1,4,5,0,3,0,NA,NA,NA
"21149","id_149",23,"Female",36000,"Midwest","Righteous Reviewer","Peanut_Brittle_Littles",1,4,3,2,1,1,8,1,0,2,0,7,0,NA,NA,NA
"21150","id_150",31,"Female",40000,"West","Savvy Samantha","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21151","id_151",37,"Male",106000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,2,0,5,3,1,5,0,0,5,0,3,0,NA,NA,NA
"21152","id_152",21,"Male",135000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21153","id_153",84,"Female",48000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,3,2,4,2,2,4,0,2,4,3,4,0,NA,NA,NA
"21154","id_154",50,"Male",149000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,4,0,1,8,6,5,5,2,2,5,5,0,NA,NA,NA
"21155","id_155",59,"Female",32000,"West","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21156","id_156",44,"Male",70000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,4,0,1,3,1,1,6,0,8,2,5,0,NA,NA,NA
"21157","id_157",62,"Male",101000,"South","Mainstream Maynard","Peanut_Brittle_Littles",1,0,2,3,3,4,6,6,5,3,4,6,0,NA,NA,NA
"21158","id_158",56,"Male",109000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,5,4,3,4,3,3,1,0,1,2,3,0,NA,NA,NA
"21159","id_159",27,"Female",64000,"Midwest","Millenial Muncher","Peanut_Brittle_Littles",1,4,2,4,2,2,5,0,0,5,2,5,0,NA,NA,NA
"21160","id_160",60,"Female",40000,"South","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21161","id_161",57,"Male",123000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,0,2,1,0,3,3,2,0,3,2,5,1,0,NA,NA
"21162","id_162",26,"Male",37000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,3,0,3,5,9,7,0,3,6,6,4,1,0,NA,NA
"21163","id_163",39,"Male",60000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",1,3,3,3,0,4,5,1,3,0,3,4,0,NA,NA,NA
"21164","id_164",73,"Male",50000,"Midwest","Righteous Reviewer","Peanut_Brittle_Littles",1,5,0,2,2,2,5,4,0,4,0,5,0,NA,NA,NA
"21165","id_165",43,"Male",91000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,5,2,4,6,2,1,5,2,4,2,5,0,NA,NA,NA
"21166","id_166",36,"Male",27000,"South","Righteous Reviewer","Peanut_Brittle_Littles",1,3,0,6,4,2,4,4,2,2,0,5,0,NA,NA,NA
"21167","id_167",31,"Female",14000,"West","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21168","id_168",74,"Female",52000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,5,5,1,5,3,1,5,2,3,0,2,0,NA,NA,NA
"21169","id_169",30,"Female",117000,"South","Old School Oliver","Peanut_Brittle_Littles",1,2,2,1,0,3,4,3,4,3,3,5,1,1,3.02783455395959,0
"21170","id_170",74,"Female",52000,"South","Mainstream Maynard","Peanut_Brittle_Littles",1,4,2,3,3,8,3,2,2,3,0,1,0,NA,NA,NA
"21171","id_171",54,"Male",34000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,2,1,1,5,3,6,5,1,2,3,4,0,NA,NA,NA
"21172","id_172",79,"Female",91000,"South","Mainstream Maynard","Peanut_Brittle_Littles",1,4,5,4,2,6,1,0,0,3,4,8,0,NA,NA,NA
"21173","id_173",76,"Female",57000,"West","Easygoing Edith","Peanut_Brittle_Littles",1,2,0,7,1,3,3,4,3,6,3,4,0,NA,NA,NA
"21174","id_174",83,"Male",104000,"Northeast","Old School Oliver","Peanut_Brittle_Littles",1,0,0,6,2,3,5,4,0,5,0,4,0,NA,NA,NA
"21175","id_175",20,"Female",92000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21176","id_176",35,"Male",25000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,0,0,3,0,3,5,7,3,3,1,2,0,NA,NA,NA
"21177","id_177",91,"Female",74000,"Midwest","Millenial Muncher","Peanut_Brittle_Littles",1,1,3,1,1,1,4,3,0,3,0,6,1,0,NA,NA
"21178","id_178",70,"Male",61000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,0,0,2,4,4,5,2,0,1,3,4,0,NA,NA,NA
"21179","id_179",26,"Female",88000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21180","id_180",66,"Female",135000,"South","Millenial Muncher","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21181","id_181",90,"Male",52000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,1,1,3,0,7,4,4,0,4,1,0,0,NA,NA,NA
"21182","id_182",67,"Female",80000,"South","Old School Oliver","Peanut_Brittle_Littles",1,1,0,7,1,3,3,3,0,2,3,1,0,NA,NA,NA
"21183","id_183",38,"Female",31000,"Midwest","Savvy Samantha","Peanut_Brittle_Littles",1,4,0,3,2,2,4,4,0,0,0,7,0,NA,NA,NA
"21184","id_184",30,"Female",17000,"West","Easygoing Edith","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21185","id_185",68,"Female",85000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,4,2,2,3,3,1,6,1,2,4,2,1,0,NA,NA
"21186","id_186",62,"Male",131000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,1,4,6,1,3,3,5,0,6,5,3,0,NA,NA,NA
"21187","id_187",27,"Male",72000,"South","Old School Oliver","Peanut_Brittle_Littles",1,2,5,5,1,6,3,4,0,5,0,0,0,NA,NA,NA
"21188","id_188",47,"Female",58000,"Midwest","Easygoing Edith","Peanut_Brittle_Littles",1,0,0,2,1,1,1,4,4,8,0,4,0,NA,NA,NA
"21189","id_189",40,"Female",24000,"Midwest","Millenial Muncher","Peanut_Brittle_Littles",1,3,2,7,3,0,5,3,0,3,2,5,0,NA,NA,NA
"21190","id_190",47,"Male",45000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,5,1,3,1,2,6,0,0,4,2,4,0,NA,NA,NA
"21191","id_191",64,"Male",39000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,1,4,2,0,2,5,3,3,4,1,5,0,NA,NA,NA
"21192","id_192",70,"Male",73000,"South","Easygoing Edith","Peanut_Brittle_Littles",1,8,2,6,3,1,1,2,3,2,1,3,0,NA,NA,NA
"21193","id_193",22,"Male",95000,"Northeast","Savvy Samantha","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21194","id_194",28,"Male",54000,"South","Mainstream Maynard","Peanut_Brittle_Littles",1,5,0,3,1,6,1,4,3,5,1,4,0,NA,NA,NA
"21195","id_195",41,"Male",39000,"South","Millenial Muncher","Peanut_Brittle_Littles",1,3,4,7,4,7,1,4,4,4,4,5,0,NA,NA,NA
"21196","id_196",43,"Male",77000,"Midwest","Righteous Reviewer","Peanut_Brittle_Littles",1,5,3,8,0,3,2,5,0,4,0,6,0,NA,NA,NA
"21197","id_197",76,"Female",21000,"West","Righteous Reviewer","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21198","id_198",84,"Male",1e+05,"Midwest","Easygoing Edith","Peanut_Brittle_Littles",1,2,0,6,3,1,6,4,1,4,4,2,0,NA,NA,NA
"21199","id_199",86,"Female",26000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,2,2,1,3,6,1,0,3,3,0,0,0,NA,NA,NA
"21200","id_200",18,"Male",125000,"South","Righteous Reviewer","Peanut_Brittle_Littles",1,1,2,3,3,6,1,0,0,9,3,3,0,NA,NA,NA
"21201","id_201",92,"Male",47000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",1,2,3,4,0,1,5,3,1,4,1,3,0,NA,NA,NA
"21202","id_202",70,"Male",78000,"Midwest","Mainstream Maynard","Peanut_Brittle_Littles",1,4,3,3,0,3,4,0,0,3,3,3,0,NA,NA,NA
"21203","id_203",18,"Male",84000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,0,0,4,5,2,5,3,0,6,0,5,0,NA,NA,NA
"21204","id_204",80,"Male",119000,"West","Righteous Reviewer","Peanut_Brittle_Littles",1,3,3,2,4,1,6,3,0,5,1,3,0,NA,NA,NA
"21205","id_205",55,"Male",105000,"South","Easygoing Edith","Peanut_Brittle_Littles",1,0,1,1,5,7,4,3,5,0,2,7,1,0,NA,NA
"21206","id_206",87,"Female",94000,"West","Savvy Samantha","Peanut_Brittle_Littles",1,3,0,1,5,7,6,3,2,4,3,0,0,NA,NA,NA
"21207","id_207",19,"Male",110000,"West","Millenial Muncher","Peanut_Brittle_Littles",1,4,0,1,4,4,5,2,4,3,0,4,1,0,NA,NA
"21208","id_208",38,"Female",83000,"South","Mainstream Maynard","Peanut_Brittle_Littles",1,4,3,4,4,1,3,2,1,2,2,4,0,NA,NA,NA
"21209","id_209",26,"Female",18000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,1,1,3,2,3,3,0,3,3,2,2,0,NA,NA,NA
"21210","id_210",70,"Male",56000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,3,3,4,1,2,3,2,1,4,0,4,1,0,NA,NA
"21211","id_211",86,"Female",141000,"Northeast","Millenial Muncher","Peanut_Brittle_Littles",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21212","id_212",63,"Female",143000,"West","Mainstream Maynard","Peanut_Brittle_Littles",1,1,2,3,1,2,4,2,2,4,7,3,0,NA,NA,NA
"21213","id_213",22,"Female",15000,"Northeast","Mainstream Maynard","Peanut_Brittle_Littles",1,1,0,4,4,7,1,2,2,3,4,5,0,NA,NA,NA
"21214","id_214",77,"Male",80000,"Northeast","Easygoing Edith","Peanut_Brittle_Littles",1,6,3,1,0,6,4,0,3,1,2,2,0,NA,NA,NA
